id,user_id,timestamp,time,model_reweight_c,month,date,week,template,keyword
Iz0MSmw69,198f2f12aaa277e3,2020-03-17 12:41:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0MV3kFs,26c9d69883fb58b8,2020-03-17 12:41:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0MP79fd,c80da3fe2b995b14,2020-03-17 12:41:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0NeftZA,a7e5a36843f2cfd5,2020-03-17 12:42:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0NMfvHq,33ad4bab46830063,2020-03-17 12:43:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0OeiePQ,e394936c70c593db,2020-03-17 12:44:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0OKuJZ3,8b9034f4b68d85e4,2020-03-17 12:45:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0OyDXBJ,bdadb1e545acc44a,2020-03-17 12:45:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0OAqLQt,0b5040447838659c,2020-03-17 12:45:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0OQ6ix4,f1e5875e02a8b02c,2020-03-17 12:46:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0P8FVJd,aef19536227b13a7,2020-03-17 12:46:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0PRDbYa,0cbaf8cb8a050ef1,2020-03-17 12:48:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0PCzJ2l,248ac115725fcfb6,2020-03-17 12:48:00,Fast,0,2020-03,2020-03-17,12,[time][pass],404
Iz0Slgqhr,6fccddfdec5cf482,2020-03-17 12:54:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0To0Tqk,a900c172d5328807,2020-03-17 12:57:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0V70np7,f3a1e7e132752991,2020-03-17 13:01:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0Wj8lxx,2123d5683593fed3,2020-03-17 13:04:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0WC3jU1,99fb780e96aa5efc,2020-03-17 13:05:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0WZ6p84,6db5227b2c9ed3fc,2020-03-17 13:06:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz0Z1zuvG,bf8a9404d00ca092,2020-03-17 13:11:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz10zzQsB,e707f8af782c23b2,2020-03-17 13:14:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz10R4KeM,0593bf22cd8e864d,2020-03-17 13:15:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz10Cyw5a,c9b2aa84be56b18f,2020-03-17 13:15:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz11SgZsb,d9ce5b2cd1c66934,2020-03-17 13:18:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz12gfymm,16042cab32f65a32,2020-03-17 13:19:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz158EY25,cbd3fa5249f64f60,2020-03-17 13:26:00,Fast,-1,2020-03,2020-03-17,12,[time][pass],404
Iz159gDVm,a66f383f3d5aa7b0,2020-03-17 13:26:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1b5r0G5,bbc62478edae096b,2020-03-17 13:40:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1g0Fm5g,51fad9975c930b5d,2020-03-17 13:53:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1iYdbba,b714cbc6980da526,2020-03-17 14:00:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1px7GOg,92e8409206bd438f,2020-03-17 14:16:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1qUb1yB,a306debb08619f06,2020-03-17 14:19:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1tvwloJ,aeb8ee77377740ca,2020-03-17 14:26:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1urrgZQ,2ef5c3f9711f1893,2020-03-17 14:28:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1uWbWTZ,07653ee84892ef21,2020-03-17 14:29:00,Fast,0,2020-03,2020-03-17,12,[adv][n],404
Iz1x8nqbN,3a2a1b3b5c5305c3,2020-03-17 14:35:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1DtpRC1,e7567067bcb0494f,2020-03-17 14:50:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1GFne61,ac6a367487183e7b,2020-03-17 14:58:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz1HB0NBv,9ae6889cdf0fa90f,2020-03-17 15:00:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz1K7iH0g,5015fb1c342742df,2020-03-17 15:07:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1N2sq2n,12d7fac53e3a2687,2020-03-17 15:14:00,Fast,0,2020-03,2020-03-17,12,[time][pass],404
Iz1PCAsVq,89d29fbc7f754abd,2020-03-17 15:20:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz1SptlLr,a078bc30e9d81cc8,2020-03-17 15:27:00,Fast,-1,2020-03,2020-03-17,12,[time][fast],404
Iz2a2f8Zh,3c26d40bd6a166da,2020-03-17 16:11:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz2fktmok,5d00f1235e2e7024,2020-03-17 16:24:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz2fKvGwv,b07a87ca3a2ccea8,2020-03-17 16:25:00,Fast,0,2020-03,2020-03-17,12,[time][fast],404
Iz2itfikD,a967384ad104cb43,2020-03-17 16:31:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz2ucab7U,f02ded26a7009c4d,2020-03-17 17:00:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz2S115MN,a44bb68e80b44169,2020-03-17 17:59:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz2Tj4Dsv,4ec60f7c1bd74c59,2020-03-17 18:02:00,Fast,-1,2020-03,2020-03-17,12,[adv][n],404
Iz2WlA0dH,195b3c1fb3476bf0,2020-03-17 18:10:00,Fast,-1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz2WnmJNV,8a93cea74053d056,2020-03-17 18:10:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz39Cf30d,df5ebc37e502cd40,2020-03-17 18:42:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz3mVgKMU,6850ad765e5bce19,2020-03-17 19:15:00,Fast,-1,2020-03,2020-03-17,12,[time][pass],404
Iz3oJgCIC,e95dc6fa989856d1,2020-03-17 19:19:00,Fast,1,2020-03,2020-03-17,12,[time][pass],404
Iz3EQC7RD,2791b8661040e45f,2020-03-17 19:59:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz3NhnceZ,3185697f199f5424,2020-03-17 20:20:00,Fast,1,2020-03,2020-03-17,12,[time][pass],404
Iz3ShzM1S,6434c35329436911,2020-03-17 20:32:00,Fast,0,2020-03,2020-03-17,12,[words],404
Iz3YydWzH,7f0f60b217d1c725,2020-03-17 20:48:00,Fast,-1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz3Zr9HPf,a01acd571769ce50,2020-03-17 20:50:00,Fast,0,2020-03,2020-03-17,12,[time][fast],404
Iz42g552N,4fc7533f6fd5980e,2020-03-17 20:57:00,Fast,-1,2020-03,2020-03-17,12,[words],404
Iz43YcR6v,d0bc572e823203bb,2020-03-17 21:01:00,Fast,-1,2020-03,2020-03-17,12,[time][fast],404
Iz4hOiSx7,7898ce8252345828,2020-03-17 21:35:00,Fast,-1,2020-03,2020-03-17,12,[time][pass],404
Iz4iHwMvD,be1dfd8eadfe01fc,2020-03-17 21:37:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4nYE3US,285cbdad01f88898,2020-03-17 21:50:00,Fast,-1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4ocfCoF,53108ed359ddff11,2020-03-17 21:51:00,Fast,1,2020-03,2020-03-17,12,[time][fast],404
Iz4x3fwKH,37805c6b0b3ab0f8,2020-03-17 22:13:00,Fast,-1,2020-03,2020-03-17,12,[time][fast],404
Iz4AHhUPH,732079620da8c007,2020-03-17 22:22:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4BuoqNC,2ede37dd627accad,2020-03-17 22:24:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4Dv41vI,98bc0b2aabb55d29,2020-03-17 22:29:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4G1lX2R,975f20d7d31d8990,2020-03-17 22:35:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4Gqe3S4,3329070a8356003f,2020-03-17 22:36:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4H4EMYO,5668d0a644945693,2020-03-17 22:37:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4IH7QNZ,2210330fe55de0ae,2020-03-17 22:41:00,Fast,0,2020-03,2020-03-17,12,[time]过[de]快,404
Iz4Jtktys,a79a6be40106932c,2020-03-17 22:43:00,Fast,-1,2020-03,2020-03-17,12,[time][fast],404
Iz4MzoC6h,0f3ef5019f50dc43,2020-03-17 22:51:00,Fast,-1,2020-03,2020-03-17,12,[time][pass],404
Iz4SUFD4U,019f56e1575e9e64,2020-03-17 23:07:00,Fast,0,2020-03,2020-03-17,12,[words],404
Iz4U04W7r,24300f0d528d49e0,2020-03-17 23:09:00,Fast,0,2020-03,2020-03-17,12,[time][fast],404
Iz4VBkiY3,bca7c2d1c8903987,2020-03-17 23:13:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz56Sd2oL,ce0f30485906bfb0,2020-03-17 23:41:00,Fast,-1,2020-03,2020-03-17,12,[hope][time][adj],404
Iz584jisy,386971369423e52f,2020-03-17 23:44:00,Fast,1,2020-03,2020-03-17,12,[time][fast],404
Iz5c2uIm2,b615b4c641b9e4ca,2020-03-17 23:54:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz5duCF3Z,8b3c88012538bfc2,2020-03-17 23:57:00,Fast,-1,2020-03,2020-03-17,12,[time]过[de]快,404
Iz5dbEOOL,60ac092bd867a7e7,2020-03-17 23:57:00,Fast,1,2020-03,2020-03-17,12,[time][fast],404
Iz5dGpkVl,d903aa52de77e022,2020-03-17 23:58:00,Fast,-1,2020-03,2020-03-17,12,[time][fast],404
Iz5gGjbdi,050c5eca01b4d8dc,2020-03-18 00:05:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz5jsgJWb,6ad7cad23a39412e,2020-03-18 00:12:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz5jTsAWH,12ecd6eb2a573ce4,2020-03-18 00:13:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
Iz5kU95L1,b49bcae64003b15e,2020-03-18 00:16:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz5thyEOF,b1cac1392286e9ff,2020-03-18 00:36:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz5Gkn6Dl,3cc873ba3e42ec61,2020-03-18 01:08:00,Fast,1,2020-03,2020-03-18,12,[time][pass],404
Iz5GGbS9v,c433ee95de0571f0,2020-03-18 01:09:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz64ZdUwr,73c9e4e94bc13e64,2020-03-18 02:09:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,404
Iz659zEoM,92a20a943095b164,2020-03-18 02:10:00,Fast,0,2020-03,2020-03-18,12,[words],404
Iz68X4bD7,8478688492eae8f3,2020-03-18 02:19:00,Fast,-1,2020-03,2020-03-18,12,[words],404
Iz6cRmgRw,ab5654b2d2e1b945,2020-03-18 02:28:00,Fast,1,2020-03,2020-03-18,12,[time][pass],404
Iz6ftkUF1,6686e4577823783f,2020-03-18 02:35:00,Fast,-1,2020-03,2020-03-18,12,[words],404
Iz6q2r87s,fe823ac7632f6aca,2020-03-18 03:01:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz6NY4pA7,572a8d6f9ba18568,2020-03-18 04:00:00,Fast,1,2020-03,2020-03-18,12,[time][pass],404
Iz7HssYw8,b3fcfe3bd1fc7637,2020-03-18 06:17:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz7LpqsC0,dea013fca20e916b,2020-03-18 06:26:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
Iz7PUDTSS,a4a18631f6a81c98,2020-03-18 06:37:00,Fast,-1,2020-03,2020-03-18,12,[time][pass],404
Iz7Qa22uY,f6e8578f2917b7f6,2020-03-18 06:38:00,Fast,1,2020-03,2020-03-18,12,[time][fast],404
Iz8jG0W7s,5dcb77ddb11a915a,2020-03-18 07:51:00,Fast,-1,2020-03,2020-03-18,12,[time][pass],404
Iz8KanAwR,84963c08fc0b7c69,2020-03-18 08:56:00,Fast,1,2020-03,2020-03-18,12,[time][fast],404
Iz97Huyrj,a26431830d6e93b2,2020-03-18 09:54:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
Iz9lxlrJS,2828451f21d3beb1,2020-03-18 10:28:00,Fast,0,2020-03,2020-03-18,12,[time][fast],404
Iz9vkydAC,0de17b958a761fcf,2020-03-18 10:52:00,Fast,1,2020-03,2020-03-18,12,[words],404
Iz9zTFyTO,35ed8d745320bb00,2020-03-18 11:03:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,404
Iz9E8mmPN,2707be2cbadd5b88,2020-03-18 11:14:00,Fast,0,2020-03,2020-03-18,12,[time][fast],404
Iz9HTbsUN,601241aa08dda7f9,2020-03-18 11:23:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,404
Iz9XtsONa,1af21aef7d24dd4c,2020-03-18 12:02:00,Fast,1,2020-03,2020-03-18,12,[words],404
Iz9Xw5yqz,d49059e8e992bbee,2020-03-18 12:02:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,404
Iza0DEErh,24606cf120bf7bc7,2020-03-18 12:09:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
Izabey6Rs,bd604ee37a27f269,2020-03-18 12:35:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
IzajK2aPK,1a8d44058e01bc46,2020-03-18 12:56:00,Fast,1,2020-03,2020-03-18,12,[time][fast],404
IzawS4nQ8,1a7c8578bace68e1,2020-03-18 13:29:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzaJ1jiOm,7e3eaa4cf6fe8de8,2020-03-18 13:59:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
IzaKDqXfF,743ac74dedcb72a2,2020-03-18 14:03:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzaOqEaXX,30448c63731bc1b6,2020-03-18 14:12:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
IzaTD2gxm,a9eb33b57306e7e4,2020-03-18 14:25:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
IzaYwdhOY,f54450d43a830b40,2020-03-18 14:37:00,Fast,1,2020-03,2020-03-18,12,[words],404
Izb44bbfe,3ff3327726f8cf99,2020-03-18 14:51:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Izbghg4L5,f6fdbf7d292a2535,2020-03-18 15:21:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,404
IzbhcvEx7,02c4c0542b71b739,2020-03-18 15:23:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
Izbjzqb60,0443e5e1180b808c,2020-03-18 15:29:00,Fast,-1,2020-03,2020-03-18,12,[time][pass],404
IzbmoE0K3,f1db4f0d24e95e06,2020-03-18 15:36:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
IzbsY8oxy,30361b38b3749b6e,2020-03-18 15:52:00,Fast,0,2020-03,2020-03-18,12,[words],404
IzbFZ5s6Z,cd51d05bad7cbcd3,2020-03-18 16:24:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
IzccAwxUG,b44446542dd87efe,2020-03-18 17:44:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
IzcePpun5,f4a8d015a4965afc,2020-03-18 17:50:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
IzcvtAXJn,e9e9afe01518907c,2020-03-18 18:31:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzcGFqMAF,2e1b4e066a084b25,2020-03-18 18:58:00,Fast,1,2020-03,2020-03-18,12,[time][pass],404
IzcPMoSoM,f25fa63f77fdfa25,2020-03-18 19:21:00,Fast,-1,2020-03,2020-03-18,12,[words],404
IzcSPdctW,8760c1464307476d,2020-03-18 19:28:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
IzcV6bXl5,94fec2884bb4c9de,2020-03-18 19:34:00,Fast,-1,2020-03,2020-03-18,12,[adv][n],404
IzcYSaOkX,16b771adbd06ca0b,2020-03-18 19:43:00,Fast,-1,2020-03,2020-03-18,12,[words],404
Izd1XFLIx,801d8dafd28ac2dc,2020-03-18 19:51:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Izd4yr9yd,8109a1903e7da9a5,2020-03-18 19:57:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Izd90oMOg,2925fc75582cd2ae,2020-03-18 20:08:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
IzdiruKCF,c0935de4b0490565,2020-03-18 20:31:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzdlFhlgm,4e89eefe29233ffa,2020-03-18 20:39:00,Fast,1,2020-03,2020-03-18,12,[time][pass],404
Izdmf1L7C,d0fb9db49c580fe8,2020-03-18 20:41:00,Fast,0,2020-03,2020-03-18,12,[time][fast],404
Izduy330z,0a35a8346fe69c4f,2020-03-18 21:01:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzdAJ1Dfd,035547b335acbf12,2020-03-18 21:17:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
IzdEqAXV7,3d32f4ebdcce25eb,2020-03-18 21:26:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],404
IzdFefoos,b6e07d5aa64d84f7,2020-03-18 21:28:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzdG59oSF,1bd32eb4141ba520,2020-03-18 21:30:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzdK046bs,9b554c7349a76f6a,2020-03-18 21:39:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
IzdM2spVc,c8c7a50b329c4375,2020-03-18 21:44:00,Fast,-1,2020-03,2020-03-18,12,[hope][time][adj],404
IzdMpeiMA,30f19f16039c6058,2020-03-18 21:45:00,Fast,0,2020-03,2020-03-18,12,[words],404
IzdS3obIS,de51a2294f6d6e4a,2020-03-18 21:59:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Ize4neZsQ,322e2e74bd79ec80,2020-03-18 22:30:00,Fast,1,2020-03,2020-03-18,12,[time][fast],404
IzedOCcbn,0ff4a5f9afee1bf8,2020-03-18 22:53:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,404
Izeihdyu0,773127fab326412a,2020-03-18 23:04:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzenfnTmk,065122b75843f7d5,2020-03-18 23:16:00,Fast,1,2020-03,2020-03-18,12,[time]过[de]快,404
IzepkvRwI,b1eb2139bc0cb564,2020-03-18 23:21:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
Izepw4ZW9,2d91c9b5b808b6ee,2020-03-18 23:22:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
IzetHueuK,ce56943911412d45,2020-03-18 23:32:00,Fast,-1,2020-03,2020-03-18,12,[time]过[de]快,404
IzewW8Uj2,0f7ee458897cde18,2020-03-18 23:40:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
Izez1gk8A,02c1adc57ad33db0,2020-03-18 23:45:00,Fast,0,2020-03,2020-03-18,12,[time][pass],404
IzeG5sS11,32a3fd027d2b7c30,2020-03-19 00:02:00,Fast,0,2020-03,2020-03-19,12,[time][pass],404
IzeGgFBKT,d57df13d503d0fc9,2020-03-19 00:03:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzeJEefq0,8d3cd79fc081f70d,2020-03-19 00:11:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzeLt72DU,a75acafbca12ee1d,2020-03-19 00:16:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
IzePjhZS5,58ecaf3ff5a23675,2020-03-19 00:25:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzePwyWgD,a48e7f954d062522,2020-03-19 00:26:00,Fast,-1,2020-03,2020-03-19,12,[time][pass],404
IzeSVwqK1,075fb7cd2ddd2f69,2020-03-19 00:34:00,Fast,0,2020-03,2020-03-19,12,[words],404
Izf9cnqt4,e563bcf2f5dfaaf8,2020-03-19 01:14:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzfiYEISL,1cd1480d165be4c2,2020-03-19 01:38:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzgdAyzXZ,9649899ae9903b96,2020-03-19 03:58:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzhlPvmVv,e1e9c766a8136128,2020-03-19 06:51:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzhvLDAGL,a2275f2e7343fb28,2020-03-19 07:15:00,Fast,1,2020-03,2020-03-19,12,[time][pass],404
IzhBtCjDz,39ac801fe5514b59,2020-03-19 07:29:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzhBtlBKJ,23710fdecf3bc333,2020-03-19 07:29:00,Fast,-1,2020-03,2020-03-19,12,[adv]过了[time],404
IzhKbc3Ph,ef4dc69b10c6f0d5,2020-03-19 07:51:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
IzhRiBiZU,f24f5b4e62e27d6d,2020-03-19 08:08:00,Fast,1,2020-03,2020-03-19,12,[time][pass],404
IzhR9twxX,e60919828b4af367,2020-03-19 08:08:00,Fast,0,2020-03,2020-03-19,12,[time][fast],404
IzhWKqonR,596c22eff0045c44,2020-03-19 08:22:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
Iziae5k6V,d13b7b99fde15d2d,2020-03-19 08:55:00,Fast,0,2020-03,2020-03-19,12,[time][pass],404
IzieqFVZc,322659fbc8328fbc,2020-03-19 09:05:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzitqznZq,6588da9b576db2d6,2020-03-19 09:42:00,Fast,-1,2020-03,2020-03-19,12,[words],404
IzivHemEf,8981c917be196952,2020-03-19 09:48:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IziMBjqXg,4850dd4bc889e04b,2020-03-19 10:30:00,Fast,0,2020-03,2020-03-19,12,[time][pass],404
IziRji8mB,a6f32a637d11cc32,2020-03-19 10:41:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],404
IzjfC0Z7C,09d536ae544a3c28,2020-03-19 11:41:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
Izjob0qhI,a47117277e907b97,2020-03-19 12:02:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
Izjuw2IBL,7a90ec2e46e7c32e,2020-03-19 12:18:00,Fast,1,2020-03,2020-03-19,12,[time][fast],404
IzjLt3P5b,91ad7c19db4b2e73,2020-03-19 12:59:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzjOXCSil,3d88f187b53b0a02,2020-03-19 13:08:00,Fast,-1,2020-03,2020-03-19,12,[time][pass],404
IzjSbqJ1m,a7fc676258f2b4a9,2020-03-19 13:16:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
Izk4OtHfu,b76c1326d543b9d2,2020-03-19 13:47:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzkcSrYbQ,bc93a8c295767f5f,2020-03-19 14:07:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
IzkmLkQqz,9f1619c8582cf420,2020-03-19 14:31:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
IzkBVeKoM,6215dbc17122ddd4,2020-03-19 15:09:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzkHYvezN,1761a800728e189b,2020-03-19 15:24:00,Fast,1,2020-03,2020-03-19,12,[time][fast],404
IzkIhboCQ,fbb07f4cb815aa8c,2020-03-19 15:24:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzkNer52F,1265903865eaa290,2020-03-19 15:37:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzkUVnzmt,c2ee13fdb1c2dfff,2020-03-19 15:56:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],404
Izl1gEawK,cc07f5785462afc7,2020-03-19 16:11:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],404
Izl6B4pjO,e64acd50d772dcd6,2020-03-19 16:24:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],404
Izlwmbwbn,2220a8b868df34ff,2020-03-19 17:28:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IzlDXwpv8,f880b8a4a03aafb7,2020-03-19 17:46:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],404
IzlJnqWdK,6b1f791a99ca15d5,2020-03-19 18:00:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
Izm2n3dAY,a61abc61d479f091,2020-03-19 18:47:00,Fast,-1,2020-03,2020-03-19,12,[time][pass],404
IzmASCFsl,f80b4ee13908bb16,2020-03-19 20:12:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzmGTzDPK,9d1ac669c71a0884,2020-03-19 20:26:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
IzmH8nlkj,cea5f19083136873,2020-03-19 20:27:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IzmY1yTCH,4563d1a582d3f4f7,2020-03-19 21:09:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
Izn0nyqXz,1cc73409ee926b90,2020-03-19 21:14:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
Izn0BpO7s,6529a9897c84782e,2020-03-19 21:15:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
Izn18fNLl,f268a51881e3154d,2020-03-19 21:16:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],404
Izn2ofMkM,8da5d2c5b3952376,2020-03-19 21:19:00,Fast,0,2020-03,2020-03-19,12,[time]过[de]快,404
Izn3o2aJ9,be4b2668d93da97f,2020-03-19 21:22:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
Izn3WAsyZ,2791221862118565,2020-03-19 21:23:00,Fast,-1,2020-03,2020-03-19,12,[time]过[de]快,404
IznbgafMa,46146401cc9ccf59,2020-03-19 21:41:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
IznbPjIoi,7e2d62b1ab3feef0,2020-03-19 21:43:00,Fast,1,2020-03,2020-03-19,12,[time][pass],404
IzndsmUEc,1199600edc3cc372,2020-03-19 21:47:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,404
